,XB1 Comdty ,XB2 Comdty ,XB3 Comdty ,S:XBXB 1-2 Comdty
7/25/23,25690,81723,44335,13440
7/26/23,24147,86998,56066,11780
7/27/23,22645,68409,42539,11505
7/28/23,24685,76860,41156,9708
7/31/23,4655,62000,43565,3636
8/1/23,62863,49559,25512,21091
8/2/23,65167,58182,36259,24825
8/3/23,69643,63384,37832,27375
8/4/23,50295,47053,26384,17980
8/7/23,62741,51145,27952,21362
8/8/23,65073,56510,25589,27142
8/9/23,77402,84093,49729,36636
8/10/23,67169,60822,36936,26255
8/11/23,71666,67166,32694,30758
8/14/23,54826,55568,23832,27286
8/15/23,55621,65853,29160,27567
8/16/23,55291,69887,29886,31475
8/17/23,55976,70765,28011,31374
8/18/23,50895,73333,33762,26060
8/21/23,42406,71358,30815,21167
8/22/23,29835,52209,26313,12833
8/23/23,25141,67089,39549,11978
8/24/23,33914,71705,38278,17684
8/25/23,37340,96733,55615,19948
8/28/23,26425,64543,36498,10661
8/29/23,21168,66539,47796,9469
8/30/23,18437,71996,51636,7834
8/31/23,2646,72144,61074,2056
9/1/23,62297,39919,23794,18493
9/5/23,73759,59520,39867,23165
9/6/23,52304,43955,29540,18554
9/7/23,57638,52361,32842,22786
9/8/23,73576,77367,50372,30312
9/11/23,71811,75253,47126,30599
9/12/23,52030,57245,29598,21838
9/13/23,59478,67600,34613,28443
9/14/23,58150,70136,34851,29970
9/15/23,47952,50849,23653,21346
9/18/23,37684,55702,37126,18074
9/19/23,39791,71693,45613,22060
9/20/23,29547,61297,39314,12211
9/21/23,25223,60536,35507,12940
9/22/23,32529,75851,42513,13503
9/25/23,31881,71921,32427,16610
9/26/23,34373,82731,50351,16016
9/27/23,21539,69817,48771,9982
9/28/23,21683,71027,56180,9178
9/29/23,3379,68689,56076,2262
10/2/23,62157,43038,20567,17785
10/3/23,71663,66998,34431,29142
10/4/23,70589,62731,32615,25727
10/5/23,54158,45453,26361,17490
10/6/23,51242,46801,25470,17634
10/9/23,48807,45188,23912,14200
10/10/23,50970,45291,24708,15654
10/11/23,50684,52583,30887,21266
10/12/23,53533,62051,29948,24591
10/13/23,48680,50566,22051,19286
10/16/23,33892,34265,11853,14097
10/17/23,36657,47064,20037,16799
10/18/23,36059,58488,21775,17988
10/19/23,27153,42924,19004,10554
10/20/23,27896,43923,18615,12013
10/23/23,23117,49440,19046,11100
10/24/23,29579,65858,35308,15099
10/25/23,20683,56588,30333,9667
10/26/23,28089,55080,26414,13302
10/27/23,16095,46533,27599,5939
10/30/23,23155,60987,30786,9406
10/31/23,4068,50765,35467,2755
11/1/23,47767,38015,16503,15317
11/2/23,44469,34429,14050,13142
11/3/23,41630,30091,12870,12187
11/6/23,49241,40292,14199,17296
11/7/23,60889,54527,20091,27922
11/8/23,51018,48352,17008,19030
11/9/23,48828,52789,22366,18525
11/10/23,45868,44311,14710,21646
11/13/23,43778,44114,12562,20576
11/14/23,46374,48189,19158,19036
11/15/23,41137,58860,23799,19710
11/16/23,37313,58586,17525,17536
11/17/23,38661,56009,16716,20615
11/20/23,36701,58111,17332,17383
11/21/23,28059,52975,17520,11896
11/22/23,38662,69312,18386,17794
11/24/23,19239,49722,20170,8822
11/27/23,30175,68881,26443,14719
11/28/23,21740,54047,22713,9954
11/29/23,19962,73246,38643,8915
11/30/23,5013,63169,37318,3683
12/1/23,59808,33432,19211,15198
12/4/23,58643,36111,19945,17384
12/5/23,46491,27327,15811,13234
12/6/23,47797,34734,23668,14019
12/7/23,59738,37107,22480,19755
12/8/23,54738,34754,19079,16803
12/11/23,50416,42093,21853,22118
12/12/23,57748,50399,24606,25306
12/13/23,52876,50729,26272,21574
12/14/23,48596,54446,29415,20285
12/15/23,42042,52118,28564,16880
12/18/23,29382,48865,21194,13825
12/19/23,33246,47977,22000,13424
12/20/23,28385,47126,21051,12938
12/21/23,23423,50019,24306,10189
12/22/23,27222,52504,20783,12111
12/26/23,19175,35796,14316,9774
12/27/23,19992,51230,23202,8714
12/28/23,17546,51745,28658,7334
12/29/23,2485,54916,30930,1978
1/2/24,57117,38611,16419,16098
1/3/24,49654,39565,17111,17012
1/4/24,65636,58445,25974,28586
1/5/24,56430,50983,24719,21026
1/8/24,74350,57442,26761,26054
1/9/24,53110,43941,20799,21129
1/10/24,57547,54353,27589,22966
1/11/24,48781,46514,19989,19706
1/12/24,61303,57493,26521,24450
1/16/24,69641,76633,36107,32692
1/17/24,42601,49902,20764,19811
1/18/24,32900,54140,27045,15574
1/19/24,28049,43742,19344,11889
1/22/24,28373,67224,33626,12013
1/23/24,30218,64519,29987,15566
1/24/24,31631,72966,34252,17162
1/25/24,25523,68669,36512,13394
1/26/24,20516,64311,42610,10424
1/29/24,15006,65756,41943,8150
1/30/24,14514,67610,49802,6673
1/31/24,4632,59277,49689,3262
2/1/24,72009,54725,26463,25835
2/2/24,61805,47196,22608,21661
2/5/24,55078,42300,18483,20041
2/6/24,52459,44004,20058,20679
2/7/24,59985,53538,28449,22095
2/8/24,64124,59376,31786,24289
2/9/24,60821,57785,28031,24435
2/12/24,59427,58263,27695,26682
2/13/24,53103,55382,29017,20677
2/14/24,50495,68045,34939,23072
2/15/24,49910,72115,32747,23182
2/16/24,46749,68652,30013,21855
2/20/24,52408,84533,33826,23900
2/21/24,28686,57162,25184,12916
2/22/24,32278,61339,30070,14967
2/23/24,26037,66350,37129,11635
2/26/24,28304,65343,30882,14607
2/27/24,19950,51588,26184,7697
2/28/24,27071,65532,35473,11813
2/29/24,4596,51013,35618,2094
3/1/24,47354,34632,23455,13996
3/4/24,39878,31318,17006,13397
3/5/24,48234,42298,27593,16771
3/6/24,49100,43311,26010,19082
3/7/24,42738,44150,24905,14959
3/8/24,53043,45155,19351,22504
3/11/24,57505,57194,27531,23090
3/12/24,53065,56080,28172,20657
3/13/24,61357,72193,42183,25516
3/14/24,48457,55898,24059,21682
3/15/24,49821,71280,38368,24280
3/18/24,38670,65580,30803,18845
3/19/24,32585,64469,30658,13872
3/20/24,32101,75306,39887,15982
3/21/24,24078,63360,33524,12601
3/22/24,38854,79362,38921,21620
3/25/24,32984,72027,33606,16939
3/26/24,23991,78484,45352,13262
3/27/24,29259,86077,46607,13659
3/28/24,4101,81610,54572,2748
4/1/24,53974,38746,19094,19088
4/2/24,65338,50719,23529,21795
4/3/24,76353,68332,30763,29774
4/4/24,54493,45902,24260,17594
4/5/24,70727,66970,29498,28739
4/8/24,69419,65269,30130,32994
4/9/24,70206,67245,30573,30075
4/10/24,68069,71632,33525,29204
4/11/24,51898,56189,28372,20434
4/12/24,56114,63049,30128,21435
4/15/24,46650,53933,21285,19586
4/16/24,72197,81139,32970,35699
4/17/24,57861,88868,39743,26626
4/18/24,51719,82906,39618,24287
4/19/24,39649,82920,36002,20841
4/22/24,35851,72677,34675,17138
4/23/24,30755,87498,42548,16593
4/24/24,27608,78372,37145,15007
4/25/24,31126,79877,35665,13137
4/26/24,29067,75432,34869,14994
4/29/24,25395,77741,33936,11980
4/30/24,8063,84439,47551,5814
5/1/24,99013,65707,32841,30574
5/2/24,77987,58902,22145,26707
5/3/24,83125,64275,30093,29479
5/6/24,62535,39803,20320,19068
5/7/24,85116,74728,37640,27398
5/8/24,81069,76026,39787,28130
5/9/24,56774,52408,34426,18834
5/10/24,70252,69267,36144,27416
5/13/24,64091,70602,30851,24987
5/14/24,62981,69365,37068,23855
5/15/24,58000,70333,36526,20883
5/16/24,61883,75557,37075,26630
5/17/24,44892,69223,29249,20011
5/20/24,41808,70521,31604,17139
5/21/24,30942,63167,33540,13695
5/22/24,37726,76893,37446,15359
5/23/24,32147,79053,40012,16425
5/24/24,29985,65981,23859,14386
5/28/24,32664,91095,41480,17238
5/29/24,21063,77015,47252,10077
5/30/24,18176,82798,54776,8342
5/31/24,2517,68565,44428,2347
6/3/24,74965,46098,25591,21210
6/4/24,82468,71423,40226,31336
6/5/24,62404,55516,28847,21606
6/6/24,50441,44031,22402,18200
6/7/24,60499,48108,24261,19720
6/10/24,62153,60464,30631,24103
6/11/24,55872,55138,28919,21854
6/12/24,62454,77221,42623,28325
6/13/24,49054,65108,33544,20351
6/14/24,44392,62372,32398,16349
6/17/24,39273,57320,27240,19017
6/18/24,30421,56678,28785,12647
6/20/24,37212,88385,48343,17604
6/21/24,29495,79083,37116,13645
6/24/24,28043,64705,33449,12628
6/25/24,26999,78086,49615,12656
6/26/24,26675,102294,64675,13322
6/27/24,25599,89816,57287,11797
6/28/24,4344,76329,46833,3327
7/1/24,93819,70433,21540,37577
7/2/24,76693,57780,25185,28889
7/3/24,84692,57285,26631,27050
7/5/24,74784,59828,24476,27204
7/8/24,72622,60806,20536,34109
7/9/24,80101,66940,23595,36378
7/10/24,80251,65452,25673,34452
7/11/24,49124,44789,21709,19033
7/12/24,53740,51068,19933,23139
7/15/24,60060,60770,24460,29467
7/16/24,66910,71790,25804,31930
7/17/24,49779,67564,25407,24498
7/18/24,53419,70173,24788,24606
7/19/24,43609,66968,21886,20716
7/22/24,46890,87886,32831,25600
7/23/24,38376,74355,34470,18266
7/24/24,33577,87238,43253,18831
7/25/24,35448,79411,36584,19813
7/26/24,35403,83219,40589,17522
7/29/24,30822,90532,47923,14840
7/30/24,25605,83040,52561,12651
7/31/24,5756,97849,68982,4260
8/1/24,90155,70365,23326,38885
8/2/24,83393,62677,30633,29553
8/5/24,87363,71628,30696,36005
8/6/24,62533,48529,19779,22869
8/7/24,72558,59749,26448,28229
8/8/24,83668,69372,28488,37354
8/9/24,74924,64930,26480,33525
8/12/24,74913,66972,26088,35667
8/13/24,74827,82512,37773,38168
8/14/24,63821,80157,37988,29673
8/15/24,46468,55544,22617,20401
8/16/24,43427,57020,25003,18969
8/19/24,51595,79428,30039,26182
8/20/24,34745,61700,32277,18863
8/21/24,39834,89216,49299,23811
8/22/24,34263,68271,31874,19284
8/23/24,30190,51304,22183,13108
8/26/24,38279,70153,40509,16237
8/27/24,31578,71407,33278,14662
8/28/24,16814,69220,44760,8819
8/29/24,18388,67631,40133,7706
8/30/24,3728,107614,71326,3225
9/3/24,106325,69104,43999,34421
9/4/24,72794,53442,36119,24579
9/5/24,64096,64412,46215,24907
9/6/24,52061,39607,25102,16949
9/9/24,75910,64198,33552,30088
9/10/24,76754,62714,33591,31088
9/11/24,69500,67834,38009,29299
9/12/24,55631,58131,33287,23738
9/13/24,61996,58797,28267,27276
9/16/24,48856,48563,23203,19323
9/17/24,46949,59442,28741,24448
9/18/24,45565,65496,33547,19310
9/19/24,44207,80390,48296,22098
9/20/24,30914,60632,32966,13112
9/23/24,31758,72524,37659,15586
9/24/24,29058,62771,30217,14402
9/25/24,37349,81916,37558,17938
9/26/24,37032,77834,43677,15740
9/27/24,24956,66871,43666,13112
9/30/24,6764,57303,37470,4605
10/1/24,71724,51635,27386,23219
10/2/24,62286,45725,19683,21994
10/3/24,72889,63420,32315,25983
10/4/24,66667,56623,28620,24699
10/7/24,71011,59684,26021,26346
10/8/24,61046,57195,27107,26486
10/9/24,59912,61707,26909,27395
10/10/24,50077,59921,36340,20652
10/11/24,53416,54412,25869,23004
10/14/24,32413,37859,17835,13521
10/15/24,41537,51051,22396,19712
10/16/24,38014,52106,22823,18097
10/17/24,39327,56631,21376,17937
10/18/24,44117,57810,23953,18788
10/21/24,29097,53046,24909,14877
10/22/24,21820,53445,21857,10561
10/23/24,20127,49788,23849,8322
10/24/24,25573,57005,22838,13655
10/25/24,31799,70658,31314,16512
10/28/24,27609,71123,35714,14627
10/29/24,21145,66008,29189,12545
10/30/24,19597,66318,35536,8283
10/31/24,4739,51979,37047,3191
11/1/24,67902,43192,16076,24658
11/4/24,63800,41078,18358,20095
11/5/24,55802,44423,25467,15958
11/6/24,63965,49615,20484,21906
11/7/24,63739,53268,18349,26729
11/8/24,66510,54020,20987,23763
11/11/24,66372,52416,19127,27889
11/12/24,70866,71423,26385,35685
11/13/24,63485,62750,25261,28745
11/14/24,57374,63271,24888,26469
11/15/24,47701,60260,26310,19818
11/18/24,52395,71602,22204,26939
11/19/24,49641,85652,34868,27255
11/20/24,40177,85100,37500,24648
11/21/24,45415,96797,42499,24635
11/22/24,35782,73546,27316,19090
11/25/24,30263,80789,31781,14492
11/26/24,27268,67405,25728,14553
11/27/24,28690,85403,32110,12585
11/29/24,4275,60256,30567,3309
12/2/24,66514,37768,19168,18301
12/3/24,68620,39802,21174,20558
12/4/24,60447,38354,21850,17728
12/5/24,45548,27598,23428,12505
12/6/24,71965,43704,26276,22776
12/9/24,63364,40655,23382,18897
12/10/24,62534,47182,30639,21129
12/11/24,59060,46774,23196,21323
12/12/24,56100,42856,22877,17164
12/13/24,45013,43872,20087,18111
12/16/24,37111,42118,18635,15476
12/17/24,44580,61918,27318,19386
12/18/24,43448,64123,27080,21951
12/19/24,31488,59787,29388,13217
12/20/24,31067,63041,32346,12156
12/23/24,26705,47436,19063,11357
12/24/24,19513,48809,20982,9835
12/26/24,16591,37147,14487,8269
12/27/24,17384,48875,24870,6770
12/30/24,15788,52069,27775,7404
12/31/24,2711,41327,24199,2454
1/2/25,55838,36340,21005,14831
1/3/25,53208,34921,14566,17727
1/6/25,55508,44787,28523,16939
1/7/25,61542,61888,33599,26642
1/8/25,61571,67848,36774,24285
1/9/25,45540,40778,24393,15401
1/10/25,62691,66550,36594,24945
1/13/25,67010,72915,43366,28154
1/14/25,61209,77836,41559,29884
1/15/25,60375,84231,53139,29203
1/16/25,44251,72814,46918,18823
1/17/25,41799,61092,36877,17509
1/21/25,45139,86459,46019,21307
1/22/25,23985,71095,42734,11512
1/23/25,20067,59917,31449,9150
1/24/25,35283,76415,39868,17574
1/27/25,25295,67336,34905,10632
1/28/25,24319,68509,40999,11194
1/29/25,18864,64662,40332,9589
1/30/25,15753,62485,42455,7485
1/31/25,5066,92030,67897,3477
2/3/25,122705,129251,71912,50385
2/4/25,76626,67807,37256,29330
2/5/25,57203,48569,27187,18484
2/6/25,60742,54682,24504,23509
2/7/25,67109,62819,29950,26428
2/10/25,63536,59107,26595,27895
2/11/25,65437,63421,26541,28723
2/12/25,66255,75699,37471,28785
2/13/25,60306,69495,31579,28360
2/14/25,53281,59470,18021,24727
2/18/25,46060,70292,31084,19580
2/19/25,36529,64523,31432,16106
2/20/25,32898,69768,35313,15301
2/21/25,19913,60396,31931,13239
2/24/25,35812,81262,35171,16546
2/25/25,23678,66615,34773,10081
2/26/25,23109,68670,35214,10666
2/27/25,16736,65016,38756,6899
2/28/25,4575,44752,32308,3371
3/3/25,68606,47933,37725,20187
3/4/25,65043,59037,44972,20749
3/5/25,75874,72096,57704,24375
3/6/25,53170,68259,66064,15768
3/7/25,52148,59417,52614,21978
3/10/25,54972,50722,35992,20041
3/11/25,51293,51766,29496,21209
3/12/25,54887,64841,38881,23087
3/13/25,50220,60267,38059,22733
3/14/25,40942,44840,26116,17569
3/17/25,41636,60353,33030,19693
3/18/25,37543,59378,32915,16275
3/19/25,29357,50863,33489,13802
3/20/25,30486,58709,38533,14858
3/21/25,31974,49641,28126,13251
3/24/25,27674,61204,33047,11755
3/25/25,28551,59227,35067,14246
3/26/25,25134,70864,41578,13735
3/27/25,21521,58814,31970,10969
3/28/25,23434,66113,44285,9389
3/31/25,4510,65925,49984,3732
4/1/25,70882,59049,28922,23567
4/2/25,82128,82941,35620,32343
4/3/25,103855,119823,52521,37739
4/4/25,78450,84041,49595,26499
4/7/25,83174,82096,38221,31193
4/8/25,64008,71077,33103,26096
4/9/25,83597,122705,72594,34780
4/10/25,56693,79796,43454,22427
4/11/25,61155,76898,36662,28643
4/14/25,49339,60208,22645,22709
4/15/25,35784,53538,23975,16916
4/16/25,39591,59117,30124,17342
4/17/25,41776,54220,24581,17805
4/21/25,32733,49505,20498,12375
4/22/25,36582,63299,33478,15286
4/23/25,28443,72254,38521,12784
4/24/25,22941,56367,27540,9934
4/25/25,24494,60736,30950,10666
4/28/25,26834,65917,33162,12319
4/29/25,25151,76876,40949,11795
4/30/25,5493,93613,69563,4552
5/1/25,70973,53483,23723,26885
5/2/25,66271,52788,26829,23011
5/5/25,67424,56937,26460,28603
5/6/25,61289,54343,30226,20440
5/7/25,70882,62157,30869,30667
5/8/25,73455,71502,28211,32195
5/9/25,72902,69995,28306,31314
5/12/25,64940,66535,26749,27439
5/13/25,64343,75526,36511,30330
5/14/25,65858,84745,37458,31173
5/15/25,51412,65406,36464,21390
5/16/25,44219,60225,24806,21497
5/19/25,45218,62507,22064,22458
5/20/25,34037,57859,29309,13771
5/21/25,36856,78106,33294,15124
5/22/25,31598,70275,28815,13227
5/23/25,41957,94066,45824,17151
5/27/25,38575,96958,48489,19004
5/28/25,32268,77879,48777,12837
5/29/25,20035,76538,47442,8141
5/30/25,4964,74754,39368,4392
6/2/25,82005,54915,23078,27458
6/3/25,61105,45393,20748,22047
6/4/25,80434,75710,42902,30669
6/5/25,61449,45302,22391,19860
6/6/25,68401,43004,25056,20086
6/9/25,63689,55764,28278,26818
6/10/25,60527,62063,28210,25946
6/11/25,68959,76802,39140,27287
6/12/25,53700,59520,29451,21517
6/13/25,86673,140864,94177,36905
6/16/25,60732,102354,49618,25551
6/17/25,55179,94132,58618,26426
6/18/25,51975,106856,68502,25834
6/20/25,40963,111307,75542,16183
6/23/25,42855,101353,62241,18107
6/24/25,26331,99221,63522,11962
6/25/25,25152,81282,52148,12775
6/26/25,24805,81722,58049,12334
6/27/25,20045,63117,43663,8875
6/30/25,4526,53214,35801,3244
7/1/25,51574,41475,18052,18280
7/2/25,58317,50699,16557,24921
7/3/25,44061,32194,12589,12613
7/7/25,65359,52849,22563,20630
